chr	start	end	Gene	Peak_type	Cluster	Accessibility_2-cell	Accessibility_4-cell	Accessibility_8-cell	Accessibility_Morula	source_file	source_sheet
chr13	53420094	53421438	PCDH8	promoter	5	-1.879043204	0.723379605	0.481388771	0.8277659190000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr13	53422217	53423119	PCDH8	distal	5	-0.334721387	2.015539241	0.910448342	-0.80665052	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr13	53424643	53425229	PCDH8	distal	5	0.351578008	0.072850812	0.28433522699999997	1.516713907	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140474049	140474486	PCDHB2	promoter	4	-0.343658755	1.4294951059999998	0.38981261899999997	1.291610713	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140514696	140515061	PCDHB4	distal	5	-0.618763657	0.530459631	0.684660719	1.76073327	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140864383	140864965	PCDHGA1	distal	4	0.30949863699999997	-0.7708770070000001	1.515507454	0.868667903	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140812561	1408133191	PCDHGA1	distal	4	0.349035143	-0.06604091599999999	0.94129751	0.652768008	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140857828	140858246	PCDHGA1	distal	4	-0.601209719	0.193072556	1.130699635	0.957238047	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140855202	1408563481	PCDHGA1	distal	4	-0.9821701009999999	0.467886407	0.354866752	1.19225162	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140893342	140894465	PCDHGA1	distal	4	-1.0902160029999999	-0.312089429	0.729479144	-0.371817954	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140864300	140864749	PCDHGA1	distal	4	-0.655036383	1.2328357220000001	0.377832326	-0.171317393	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140891497	140892614	PCDHGA1	distal	4	0.49446090600000003	0.95011807	0.607373976	0.563362447	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140812561	140813319	PCDHGA12	promoter	5	0.349035143	-0.06604091599999999	0.94129751	0.652768008	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	140855202	140856348	PCDHGC3	promoter	1	-0.9821701009999999	0.467886407	0.354866752	1.19225162	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	47621461	47622473	PCED1B	distal	4	-0.497644374	-0.163264203	2.086276816	0.891104916	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	47628039	47629940	PCED1B	distal	4	0.366974531	-0.985229107	0.856711597	-0.39297476200000003	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	47602827	47603671	PCED1B	distal	4	-0.7466645829999999	-0.009628456	0.795260438	2.09603718	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr12	47616453	47617748	PCED1B	distal	4	-0.145249223	-0.39894587200000003	-0.619041886	-0.36046571200000005	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	736349	737004	PCGF3	distal	2	-0.127713717	-0.49039745799999995	0.516390194	0.13412739999999998	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	699085	700231	PCGF3	promoter	2	1.121135006	0.6253929429999999	-1.2868950829999999	-0.022262082000000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	44575800	44577062	PCIF1	promoter	6	0.537210246	-0.501439526	1.9242444159999998	-0.568174426	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	44567307	44567771	PCIF1	distal	6	0.167508821	-0.8069270209999999	-0.23648654600000002	-1.4346867330000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	44562211	44564424	PCIF1	distal	6	-0.30608984100000003	-0.70582259	0.406070411	0.087593596	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	44573322	44574677	PCIF1	distal	6	-0.375246518	-0.612354665	1.5289861740000001	-0.039845921	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	44561847	44564246	PCIF1	distal	6	-0.13881993	-0.036395922000000004	0.76969777	1.412018887	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	150067386	150067966	PCMT1	promoter	4	-0.353109546	0.8749820079999999	0.8830747459999999	0.7461324009999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	150120711	150121184	PCMT1	distal	4	-0.37538848700000005	-0.5309131810000001	2.2236879330000003	-0.575138192	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr21	47843151	47843619	PCNT	distal	6	-0.588556289	0.20125691699999998	1.933598469	1.000137235	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr21	47742913	47745690	PCNT	promoter	6	0.370672606	-0.148804667	-1.026100691	1.575317237	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	71369485	71370035	PCNX	distal	3	0.091840269	-0.23465586100000002	1.193904209	0.793057206	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	71368025	71368801	PCNX	distal	3	-0.260421995	0.068638926	0.759048265	2.026672666	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	71374888	71375512	PCNX	distal	3	-0.436081884	-1.056948687	0.09442737	1.7839201180000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr14	71373672	71374860	PCNX	distal	3	-0.9181471790000001	1.348222686	0.6517216060000001	0.33236874899999996	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	100200434	100201272	PCOLCE	promoter	1	0.497171892	0.104268734	-0.7529661040000001	-1.3640144440000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr21	41272361	41272817	PCP4	promoter	5	-0.804011803	-1.2815317240000001	-0.621748773	0.975365426	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr21	41280078	41280893	PCP4	distal	5	0.010272279	-0.8027473190000001	0.213432861	-0.939680712	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	1489939	1491442	PCSK4	distal	2	0.836131333	-0.09432657	0.215875387	-0.260862879	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	1496014	1497650	PCSK4	distal	2	0.667073708	0.521898773	-0.6922733990000001	-0.792816726	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	1495510	1496504	PCSK4	distal	2	0.32907917	0.179596738	-1.240294651	0.123969901	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	1490157	1491811	PCSK4	distal	2	-0.600691298	1.51172102	0.522027569	0.38722328	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	1492966	1493491	PCSK4	distal	2	0.391896855	-0.628861883	-0.58571876	0.25547225100000004	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	117102317	117104094	PCSK7	distal	3	0.247144263	-0.43465477	-0.5953579520000001	-0.05917987	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	117095147	117095626	PCSK7	distal	3	0.954961373	-0.514990501	-0.912221495	-0.294345475	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	70492458	70493910	PCYOX1	distal	1	-0.8647972859999999	-0.506795422	0.370627229	2.119918558	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	148737087	148738142	PCYOX1L	promoter	2	0.029203157999999996	0.130891064	-0.359522412	-1.226739757	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	196013947	196015349	PCYT1A	distal	6	1.023141355	0.577591451	-0.622631999	-1.10658158	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr3	195992214	195992837	PCYT1A	distal	6	-0.173622437	-0.411648767	1.384041668	1.491480361	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	99005427	990073501	PDAP1	distal	6	-0.5452030920000001	1.537095736	0.305431481	1.205826129	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	105211009	1052127301	PDCD11	distal	3	0.493097041	-0.36459702299999996	1.034553452	-0.426004117	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	170895118	170895956	PDCD2	distal	6	-0.954286603	-1.046450736	0.11731340900000001	1.8213964619999998	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	170893282	170894665	PDCD2	promoter	6	-0.637624459	-0.11067941699999999	0.12170039099999999	0.810887626	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	34918956	34919913	PDCD2L	distal	4	-1.078918558	-0.780620943	0.034294824	-0.272543604	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	125584098	125584898	PDCL	distal	5	-0.373112492	-0.656889163	1.3490074109999999	1.65077804	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	125589595	125591316	PDCL	distal	5	-0.029591555	-0.888659428	1.018735034	1.176900714	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr9	125589030	125589612	PDCL	distal	5	-0.065193814	-0.10998758900000001	0.27980536100000003	0.9399775909999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	56458062	56458856	PDCL2	distal	1	-0.34572697700000005	0.993379945	0.36690414299999996	0.189298737	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	56434117	56434483	PDCL2	distal	1	-1.014961968	-0.445909071	-0.019647353	1.8439198940000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	101170937	101171792	PDCL3	distal	4	1.118809078	-0.7961229059999999	0.839243053	-0.224602663	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	101183570	101185113	PDCL3	distal	4	-0.374231036	1.079520284	0.775928524	1.594684306	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	776314	777993	PDDC1	distal	3	-0.222095577	-0.255586298	-0.9106473620000001	-0.074723527	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	783553	783970	PDDC1	distal	3	-0.79910105	-0.5132544139999999	0.102191498	1.248258953	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	782033	783031	PDDC1	distal	3	0.797435638	-0.427837081	-0.94726224	-0.774462157	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	166071507	166072340	PDE10A	distal	2	-0.4159920999999999	-0.154448957	-0.943563039	-0.35912089	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	166045668	166046269	PDE10A	distal	2	-0.20009009	-0.37528739	0.027104697999999997	-0.914893611	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	166075840	166076846	PDE10A	distal	2	-0.299437091	0.7697817770000001	1.1078455090000001	1.177322381	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	165816332	165816837	PDE10A	distal	2	0.19309837300000002	-0.908282778	-0.8102617940000001	1.347377342	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178767061	178767659	PDE11A	distal	3	-0.49100146	0.38040582700000003	-0.17087306300000002	2.021336795	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178628100	178628789	PDE11A	distal	3	-0.578690264	1.584141108	0.7084748890000001	-0.287342367	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178708553	178709321	PDE11A	distal	3	-0.557261416	0.381201346	1.768896993	1.02972306	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178972861	178973250	PDE11A	distal	3	0.07743859	1.5386217309999999	1.12199138	0.4983019	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178936826	178937879	PDE11A	distal	3	1.154211545	0.8744466320000001	-0.38301737	-1.201327538	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178976499	178977787	PDE11A	distal	3	-1.13826999	-0.036592561	0.673184375	-0.136995234	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178547745	178548602	PDE11A	distal	3	0.502488487	2.16127654	-1.006820103	0.1097448	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178976699	178977853	PDE11A	distal	3	0.101586614	-0.40338961700000003	-0.18114468	-0.534927866	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178639301	178639961	PDE11A	distal	3	0.465277661	1.998995911	0.387307334	-0.608759994	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178696654	178697302	PDE11A	distal	3	0.046289749000000005	-0.5563984670000001	1.910062521	0.8525609909999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178974023	178974947	PDE11A	distal	3	-0.444508636	-0.069192143	1.534109758	1.5248191530000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	178546521	178547196	PDE11A	distal	3	-0.5695261389999999	-0.133485809	0.93520042	0.629099216	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72381141	72381612	PDE2A	distal	5	1.08637657	1.0925792140000001	-0.641816176	-0.39907371700000005	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72344931	72345708	PDE2A	distal	5	1.205191925	-0.8747340440000001	-0.942436017	-0.39837034600000004	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72283467	72283994	PDE2A	distal	5	-1.002356953	-0.45307795100000003	-0.311028543	2.141497312	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72368548	72369430	PDE2A	distal	5	0.9411351720000001	0.849683993	-0.775333031	-1.147741093	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72300786	72301736	PDE2A	distal	5	-0.163410566	0.760205641	0.115015246	-1.100118568	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72394213	72396457	PDE2A	distal	5	1.454053536	-0.23291356600000002	-1.046554205	-0.17634771600000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72325655	72326768	PDE2A	distal	5	0.771903085	1.052648862	-0.8977927370000001	-0.5118863929999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72388938	72389972	PDE2A	distal	5	1.251651969	0.732942159	0.082329602	-1.199994258	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72347677	72348050	PDE2A	distal	5	0.501297321	-0.774853468	-0.287415831	-0.41002450700000004	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72294852	72295965	PDE2A	distal	5	0.622310495	0.718074718	-0.495571621	-1.581426472	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72342927	72344788	PDE2A	distal	5	1.071387272	0.131383929	-0.7231183729999999	-1.656502348	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72387555	72388302	PDE2A	distal	5	0.424424029	-0.420677291	0.641364223	0.651769841	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72353228	72354909	PDE2A	distal	5	0.254667472	-0.509782142	-1.1258633740000001	0.11546504	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr11	72336283	72337061	PDE2A	distal	5	0.572878515	-0.044875387999999995	-1.488725365	-1.3442032259999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	10541047	10543532	PDE4A	distal	6	0.13778195699999998	0.340983314	-0.44436396100000003	-0.590046815	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	10577445	10577963	PDE4A	distal	6	0.240023133	1.9211556769999998	-0.8407932220000001	-0.870075597	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	10571629	10572763	PDE4A	distal	6	0.638282936	0.153196773	0.38260477299999995	-0.745931592	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	10589505	10590166	PDE4A	distal	6	-1.022728907	-0.286826968	0.037701659	-0.47890300700000005	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	66273444	66274628	PDE4B	distal	5	-0.403312575	-0.7422616740000001	1.237321153	1.874082148	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	66258009	66258977	PDE4B	distal	5	-0.046730880999999995	-1.5670208719999998	-0.312436589	0.511291822	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	18343658	18344558	PDE4C	distal	4	0.142924528	-0.208833228	-0.851069438	-0.357459536	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	18346368	18346963	PDE4C	distal	4	0.640030914	-0.623258553	-0.47876437899999996	1.945200508	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	18343596	18344324	PDE4C	distal	4	0.822850897	1.726908245	-0.519909729	-0.799953831	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	18331254	18332218	PDE4C	promoter	4	-0.251951909	0.246191193	-0.46267256	0.164641414	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr19	18344948	18345321	PDE4C	distal	4	0.9750336609999999	0.49530056899999997	-0.85210634	-1.003610501	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144992455	144993785	PDE4DIP	distal	5	-0.938419375	0.280387679	0.492266473	0.148907512	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145074804	145076046	PDE4DIP	promoter	5	0.318581586	0.860452765	-0.081997402	-1.050252597	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144930576	144930933	PDE4DIP	distal	5	-0.8138634790000001	0.8361896259999999	-0.023896395	-0.40874071700000003	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145023138	145023758	PDE4DIP	distal	5	1.086919599	1.036832107	-1.398478425	-1.0924703629999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145058950	145060188	PDE4DIP	distal	5	0.642125762	-0.781446712	-0.639179585	-0.847635386	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144993847	144995887	PDE4DIP	distal	5	-0.45807890799999995	0.8084400009999999	0.64094178	0.386973468	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145038270	145041101	PDE4DIP	distal	5	1.259095034	-0.411105436	0.468149098	-0.591343349	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144936295	144937133	PDE4DIP	distal	5	0.166295582	1.9823006719999998	-1.139374871	-0.092793664	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145077248	145077989	PDE4DIP	distal	5	0.791212609	0.060155957	0.19324500100000003	-0.243318715	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145033823	145034468	PDE4DIP	distal	5	0.10120049699999999	2.015970437	0.5401199010000001	-0.761545537	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144991736	144993688	PDE4DIP	distal	5	0.431348945	-0.5933932829999999	-0.390259801	-0.713620195	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144940782	144941428	PDE4DIP	distal	5	0.7975997659999999	2.1279759940000003	-0.173017349	-0.642806434	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145077051	145077744	PDE4DIP	distal	5	0.654880825	-0.490183242	-0.30632255199999997	1.145005348	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145038200	145040814	PDE4DIP	distal	5	0.38209279799999996	-0.10268403400000001	0.10900535300000001	0.7368293640000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145074967	145076289	PDE4DIP	distal	5	-0.184533348	1.063239187	-0.421524467	0.18439515	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144937137	144938547	PDE4DIP	distal	5	0.313082929	1.9712776330000001	-0.7377834440000001	0.727344359	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145058222	145060025	PDE4DIP	distal	5	0.19659978399999997	0.605684549	-0.102010348	-1.8448085909999998	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	144893540	144894146	PDE4DIP	distal	5	-0.278794284	0.9341409490000001	-0.453559858	0.113120304	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	671621	672082	PDE6B	distal	2	-0.727820032	-1.1022166070000001	1.109240453	1.799714214	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	674055	677035	PDE6B	distal	2	0.685315322	0.37549616799999996	-0.518783295	-1.073938646	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	667341	6713421	PDE6B	distal	2	0.968807498	-0.357921074	-0.376495411	-1.317583143	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	232650783	2326518381	PDE6D	distal	4	0.082049807	0.59293174	0.79656351	-0.455670585	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	232632553	232633787	PDE6D	distal	4	-0.079291235	-0.35117795700000004	-0.499402884	2.349698869	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79632483	796342781	PDE6G	distal	4	0.8126306740000001	-0.42153189700000004	-0.11760065199999999	0.38725553799999995	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79630957	79631515	PDE6G	distal	4	-0.032774261	0.691927218	-1.231349842	-1.442170536	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79632692	79634322	PDE6G	distal	4	-0.8516930890000001	1.367860311	0.369848159	0.068778586	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79634782	79635338	PDE6G	distal	4	0.20676913	0.110745494	-0.653554454	0.97077496	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	79619927	79620641	PDE6G	promoter	4	-1.068907632	-0.72536837	-0.56021484	-0.087745079	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr22	39636592	39637686	PDGFB	distal	2	0.659911299	1.188373887	-2.016236809	-0.301779688	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr22	39631332	39631698	PDGFB	distal	2	-0.340504433	-0.200579588	-0.516255551	-1.14569532	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr22	39629476	39630268	PDGFB	distal	2	1.06728252	0.494976641	-1.000785278	-0.90454022	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr22	39649135	39649925	PDGFB	distal	2	0.893642385	0.18157758	-0.667681595	-1.203497268	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	157891911	157893435	PDGFC	promoter	3	-1.050912795	-0.648750914	-0.24645614100000002	0.702044138	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	148724786	148726316	PDIA4	distal	2	0.140403736	0.635150435	1.637115281	0.766297028	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr7	148699093	148699709	PDIA4	distal	2	1.29593579	0.574242115	-1.381246441	-0.745628938	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	10972323	10972929	PDIA6	distal	6	-1.157497172	-0.057526537	-0.615398883	1.670644297	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	10952214	10953508	PDIA6	distal	6	-1.10942721	-0.652251574	1.391969749	0.079176139	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr2	10975274	10975909	PDIA6	distal	6	0.81049203	-0.547629347	0.846876635	0.434233075	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	48194241	481956391	PDK2	distal	2	0.18628171300000002	0.351624531	-0.11380498300000001	0.862808239	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr17	48171598	48172793	PDK2	promoter	2	-1.355036932	1.245336704	0.277765035	1.462908409	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	22454392	22457711	PDLIM2	distal	2	0.017830347	0.859932425	0.253900077	-1.490344691	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	22461839	22462899	PDLIM2	distal	2	-1.0385917759999999	1.688578415	-0.25572270199999997	0.421178483	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	22452547	22453233	PDLIM2	distal	2	-0.881865157	0.829355925	0.407241399	1.034902601	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	22446219	22448018	PDLIM2	distal	2	0.333274042	0.109582593	0.43552513	-1.787592619	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	22445189	22445757	PDLIM2	distal	2	0.07401174099999999	-1.131432883	-0.01896117	-0.522027624	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr8	22461905	22462937	PDLIM2	distal	2	-0.66850723	1.210058179	0.230860696	-0.207279888	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	131592650	131593938	PDLIM4	promoter	5	0.429223876	0.5503336879999999	-0.095811723	-1.2651668109999998	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	176917958	176919390	PDLIM7	distal	4	-0.008757186	1.243690484	1.116290932	-0.786170204	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	176921632	176922866	PDLIM7	distal	4	0.13571129	0.9454291490000001	-0.68846221	-0.6916244090000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	176922348	176925749	PDLIM7	distal	4	-0.119768932	-0.884430898	0.880853758	0.100290835	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr5	176927920	176928397	PDLIM7	distal	4	-0.09853684	0.045630672000000004	0.28507245800000003	0.974127469	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr16	2653126	2653865	PDPK1	distal	2	-0.703819025	-0.044437512	1.158718537	0.522146322	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr20	30539292	30540159	PDRG1	promoter	3	-0.822181912	-0.215821873	0.051579503	-0.374086485	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	39890571	39891060	PDS5A	distal	4	-0.535378962	-0.589906475	1.679107804	1.529523124	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr4	39972211	39973204	PDS5A	distal	4	-1.0451283820000001	-0.031348597	1.142764763	1.5366802380000002	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	107562882	107563387	PDSS2	distal	1	0.07832762	0.44006226600000004	-0.503654666	-1.193477379	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	107779959	107781684	PDSS2	distal	1	-0.519009123	-0.187768999	0.39036650100000003	1.4844984159999999	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	107484335	107484798	PDSS2	distal	1	-0.040084896	-0.823294451	0.182594952	2.176069875	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	107772662	107773271	PDSS2	distal	1	-0.072367643	0.29890510800000003	-0.857218267	-1.0126762440000001	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr6	107593331	107593961	PDSS2	distal	1	0.060113928	-0.758317453	0.901184656	1.911990997	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	102778146	102779107	PDZD7	distal	6	-0.686146185	0.205631111	-0.845200343	-1.075599163	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	102790401	102791627	PDZD7	distal	6	0.354547926	0.086741866	-0.883034999	-1.122377044	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	102778461	102779242	PDZD7	distal	6	-1.2280626609999998	0.37613895700000005	-0.460047091	0.165715996	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	102789324	102790084	PDZD7	distal	6	0.863040508	0.19797400399999998	-1.014063565	-1.334460875	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	102790115	102791397	PDZD7	distal	6	-0.39832519200000005	1.500578926	-0.137489436	-0.522561784	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	119133542	119135362	PDZD8	promoter	4	0.950115154	-0.45156968200000003	-0.29441243899999997	0.171681268	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr10	119133594	119136149	PDZD8	distal	4	-1.025328524	0.730569237	1.632657452	0.130600736	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
chr1	145728370	145728914	PDZK1	promoter	2	-0.6935653070000001	-0.5883881129999999	-0.20325138399999998	2.146259411	Liu2019_NatComm_SuppData2.xls	tab_delimited_text
