cluster_name	latent_residual_delta_beta	observed_minus_strict_pred_delta_beta	strict_model_delta_beta_8cell_to_morula	abs_latent_residual_delta_beta	signed_latent_residual_direction	PC_loading_norm	PC1_loading	residual_contribution_PC1	PC2_loading	residual_contribution_PC2	PC3_loading	residual_contribution_PC3	residual_alignment_score	abs_residual_alignment_score	module_id	module_index	region_type	control_set	matched_age_cluster	chr	start	end	width	n_cpg_target	age_weight_5yr	basin_residual_rank	width_bin	cpg_bin	overlap_GSE101571_8cell_2pn	overlap_GSE101571_8cell_3pn	overlap_GSE101571_icm_2pn	overlap_GSE101571_icm_3pn
cluster_6275	-0.0043033178568181	-0.0438543076863948	0.0037484875805746	0.0043033178568181	-1.0	0.1040614120874625	0.0034525475718598	-0.0027323754255987	0.1034765983799433	-0.0035025224097158	0.0104618826516379	-0.0200607566644123	0.0001887190253652	0.0001887190253652	M06	6	age_DMR	age_DMR	cluster_6275	chr6	31737630	31737885	255	2	-0.032421038	140	2	1	True	True	True	False
cluster_883	0.0040790838873312	-0.0334180128190641	0.0023529764908699	0.0040790838873312	1.0	0.0175599303814794	0.0023924416052765	-0.0018933985740611	0.0053242099410274	-0.00018021625106	-0.016561405938857	0.0317566489343054	-0.0001363148776368	0.0001363148776368	M02	2	age_DMR	age_DMR	cluster_883	chr10	50816058	50816262	204	2	-0.033963623	141	2	1	False	False	False	False
cluster_7000	0.0038976825557504	0.1385724314554297	0.0137067708237724	0.0038976825557504	1.0	0.0278204291698399	-0.0002876900308786	0.0002276803300176	0.0201258637365382	-0.0006812292813616	-0.0192052889199435	0.0368263189830756	0.0005401113487917	0.0005401113487917	M02	2	age_DMR	age_DMR	cluster_7000	chr7	100077221	100077394	173	2	-0.023266685	142	1	1	False	True	True	True
cluster_2832	0.0037662201832184	-0.0219033338552636	0.0128044909269181	0.0037662201832184	1.0	0.1378253322152539	0.0462161585213988	-0.0365758597618454	0.1222388133011956	-0.0041375942930832	-0.04378996933643	0.083967670872572	-8.249277804546623e-05	8.249277804546623e-05	M02	2	age_DMR	age_DMR	cluster_2832	chr16	2073518	2073792	274	2	-0.020554218	143	3	1	True	True	True	True
cluster_315	-0.0035426819026432	-0.0595820207348959	-0.0070846459317706	0.0035426819026432	-1.0	0.047030710126488	-0.0243920052628043	0.0193040398065417	0.0355987679946064	-0.0012049630990146	0.0186988098960136	-0.035855140774238	0.0002110801465804	0.0002110801465804	M00	0	age_DMR	age_DMR	cluster_315	chr1	66797701	66798063	362	2	0.044527436	144	3	1	False	False	False	False
cluster_386	-0.0025304369417066	-0.0137296403064055	0.0270232911000563	0.0025304369417066	-1.0	0.0582563003827118	-0.0396599728411367	0.0313872388187426	0.0350674792327301	-0.0011869797982138	0.0243136790466413	-0.0466217042584522	3.474198902767342e-05	3.474198902767342e-05	M00	0	age_DMR	age_DMR	cluster_386	chr1	120311439	120311653	214	4	0.028296419	145	2	3	False	False	False	False
cluster_7612	-0.0024722167083421	-0.1162410591163424	0.0539258344569906	0.0024722167083421	-1.0	0.1132500597329593	-0.0410578955108993	0.0324935666738254	0.1034424626241046	-0.0035013669673098	0.0209638300888855	-0.0401983379254762	0.0002873730885428	0.0002873730885428	M04	4	age_DMR	age_DMR	cluster_7612	chr8	143202730	143203654	924	5	0.043674447	146	4	3	False	False	False	False
cluster_3336	0.0024505685203961	-0.0095524226231359	0.0012190892898026	0.0024505685203961	1.0	0.04526133424471	0.0276518957838793	-0.0218839448084384	0.0129599189998533	-0.0004386731631669	-0.0334066091767194	0.0640574818120689	-2.3408866173777448e-05	2.3408866173777448e-05	M02	2	age_DMR	age_DMR	cluster_3336	chr17	37764503	37764802	299	3	-0.010225803	147	3	2	False	False	False	False
cluster_5307	-0.002172344139453	-0.0149670628850849	0.0038559517739738	0.002172344139453	-1.0	0.0613469125826419	0.0296006566159487	-0.0234262106562186	0.0535931346591154	-0.0018140445094768	-0.00387565849075	0.0074316109715804	3.251361134323957e-05	3.251361134323957e-05	M02	2	age_DMR	age_DMR	cluster_5307	chr3	147112541	147113092	551	3	-0.024274621	148	4	3	False	False	False	False
cluster_1921	-0.0020292941244891	-0.1361368987640377	0.1361368987640377	0.0020292941244891	-1.0	0.1077071042364237	-0.0915479339174297	0.0724518112188017	-0.0370083178908646	0.001252674177428	0.0430137246159232	-0.082479214447601	0.000276261808788	0.000276261808788	M08	8	age_DMR	age_DMR	cluster_1921	chr12	101988756	101988803	47	2	0.013074757	149	0	1	False	False	False	False
cluster_67	0.0019896580789447	-0.0012369609491221	0.0012369609491221	0.0019896580789447	1.0	0.1230324668345892	0.0293103532167145	-0.0231964620843233	0.0877648322358626	-0.0029707034875882	-0.0810877630245564	0.1554865349443093	-2.4611293457600546e-06	2.4611293457600546e-06	M02	2	age_DMR	age_DMR	cluster_67	chr1	2559320	2559371	51	2	-0.031518464	150	0	1	False	False	False	False
cluster_652	0.0014656449645791	-0.0472282212143837	0.0316726656588282	0.0014656449645791	1.0	0.0420584258752651	-0.0354865210794113	0.028084333704095	0.0205181259594102	-0.0006945067493843	0.0094140594803431	-0.0180515460503566	-6.921980460889262e-05	6.921980460889262e-05	M00	0	age_DMR	age_DMR	cluster_652	chr1	240783328	240783389	61	3	0.040863042	151	0	3	False	False	False	False
cluster_2910	0.0014337262853429	-0.0623567808082496	-0.0184413424929472	0.0014337262853429	1.0	0.0747390297103074	-0.0385258862715692	0.0304897130906559	0.0631384014105325	-0.0021371369886168	0.0107341006307369	-0.0205827371549438	-8.940255571415595e-05	8.940255571415595e-05	M00	0	age_DMR	age_DMR	cluster_2910	chr16	27899239	27899404	165	2	0.041373344	152	1	2	False	False	False	False
cluster_2637	-0.0010649187275356	-0.0733331215279965	-0.0004831856216439	0.0010649187275356	-1.0	0.1042712436588433	-0.0093502949131351	0.0073999026837416	0.103737246413783	-0.003511344941514	0.0048629153483614	-0.0093246851194456	7.809381446381193e-05	7.809381446381193e-05	M06	6	age_DMR	age_DMR	cluster_2637	chr15	48413040	48413344	304	5	0.040134182	153	3	3	False	False	False	False
cluster_6410	0.0005424621144622	-0.0244742454875433	0.0239840899973878	0.0005424621144622	1.0	0.1458254677180153	0.0462535475544557	-0.0366054497596616	0.1363090741429935	-0.0046138508059615	-0.0233562128797779	0.0447857540353967	-1.327635095703984e-05	1.327635095703984e-05	M06	6	age_DMR	age_DMR	cluster_6410	chr6	41375649	41376295	646	3	-0.021018304	154	4	3	False	False	False	False
cluster_6163	-0.0001808382892402	-0.2917488158538346	-0.0692952083480842	0.0001808382892402	-1.0	0.1184700858527125	-0.0743571042036464	0.0588468428069426	0.0874004349456762	-0.0029583692043309	0.0294507430755788	-0.0564720720063534	5.2759356746886766e-05	5.2759356746886766e-05	M08	8	age_DMR	age_DMR	cluster_6163	chr6	29274617	29275337	720	11	0.016966375	155	4	3	False	False	False	False
cluster_5580	-1.225816881403917e-05	-0.0046647031992539	0.0046647031992539	1.225816881403917e-05	-1.0	0.029632387308868	0.0171504523742181	-0.0135730134429317	-0.0232551607404001	0.0007871511328167	-0.0065679418329176	0.012594089159999	5.718071928384355e-08	5.718071928384355e-08	M02	2	age_DMR	age_DMR	cluster_5580	chr4	81185723	81185765	42	2	-0.018584757	156	0	2	False	False	False	False
