cpg_id	cluster_name	chr	start	end	sperm_age_weight_per_year	young_beta_mean	middle_beta_mean	old_beta_mean	old_minus_young_beta	aligned_with_sperm_age_direction	escape_contribution	absolute_delta
cg11282156	cluster_5215	chr3	63428234	63428840	0.0039582331999999	0.1257785765525003	0.1346167476760874	0.11761276875258368	-0.008165807799916616	False	0.0	0.008165807799916616
cg00705992	cluster_6871	chr7	27225772	27226329	-0.0022960952	0.7952489671191796	0.8107841949642345	0.8179200681368777	0.022671101017698092	False	0.0	0.022671101017698092
cg16038003	cluster_6871	chr7	27225772	27226329	-0.0022960952	0.3846424474504629	0.3901207111327986	0.401599660770397	0.016957213319934106	False	0.0	0.016957213319934106
cg04822748	cluster_6871	chr7	27225772	27226329	-0.0022960952	0.2616737246258073	0.26630255985160994	0.27404162598611365	0.012367901360306355	False	0.0	0.012367901360306355
cg16608407	cluster_6871	chr7	27225772	27226329	-0.0022960952	0.35123525761674956	0.3512036361628496	0.35655032214594323	0.005315064529193669	False	0.0	0.005315064529193669
cg18978493	cluster_6871	chr7	27225772	27226329	-0.0022960952	0.41784447985505135	0.4177418972849402	0.43216296668647425	0.014318486831422894	False	0.0	0.014318486831422894
cg04340874	cluster_6871	chr7	27225772	27226329	-0.0022960952	0.28236283704057996	0.2780715265574813	0.2875728749677786	0.005210037927198652	False	0.0	0.005210037927198652
cg00918541	cluster_126	chr1	6546027	6546646	-0.0043300892	0.07282165301577023	0.07900214133570709	0.07814130370627274	0.0053196506905025115	False	0.0	0.0053196506905025115
cg02155287	cluster_643	chr1	236192895	236192973	0.0091234152	0.9893195874560835	0.988667581267627	0.9891118618247848	-0.00020772563129867194	False	0.0	0.00020772563129867194
cg14752838	cluster_6960	chr7	76828885	76829845	0.0125826148	0.41399717366083183	0.4048573012376519	0.40359185713977297	-0.01040531652105886	False	0.0	0.01040531652105886
cg16342298	cluster_293	chr1	47901555	47902085	-0.0067156566	0.6836099582696852	0.6870751787031256	0.6894222383376526	0.0058122800679674125	False	0.0	0.0058122800679674125
cg23708624	cluster_6960	chr7	76828885	76829845	0.0125826148	0.8613462853717566	0.8308298469789118	0.8454155501766067	-0.01593073519514987	False	0.0	0.01593073519514987
cg26654358	cluster_832	chr10	17347047	17347391	0.0187888181999999	0.860439985767824	0.8425200084426501	0.8543516881561526	-0.0060882976116714005	False	0.0	0.0060882976116714005
cg03830712	cluster_832	chr10	17347047	17347391	0.0187888181999999	0.7258296711644805	0.692900845156669	0.7197938561819686	-0.006035814982511933	False	0.0	0.006035814982511933
cg16932285	cluster_1718	chr12	7188165	7188426	0.0027490535999999	0.9220519946809652	0.9098471701546367	0.9194664965268539	-0.002585498154111354	False	0.0	0.002585498154111354
cg16316042	cluster_1718	chr12	7188165	7188426	0.0027490535999999	0.8180095673492234	0.80293261709305	0.8155160948064321	-0.0024934725427913085	False	0.0	0.0024934725427913085
cg04585185	cluster_4897	chr21	17961737	17962124	0.010850211	0.9605762100691813	0.9621336439087677	0.957605743100445	-0.002970466968736263	False	0.0	0.002970466968736263
cg00543364	cluster_4897	chr21	17961737	17962124	0.010850211	0.9611834226714928	0.957770255539096	0.9606320181740007	-0.0005514044974921362	False	0.0	0.0005514044974921362
cg27205487	cluster_4897	chr21	17961737	17962124	0.010850211	0.939498509145299	0.943489892467067	0.9313800901085015	-0.008118419036797442	False	0.0	0.008118419036797442
cg24053070	cluster_4897	chr21	17961737	17962124	0.010850211	0.9341189644507258	0.9408824800263266	0.9307547138538327	-0.003364250596893159	False	0.0	0.003364250596893159
cg10314139	cluster_900	chr10	71560212	71560231	-0.0044954066	0.2795108053791227	0.30182937109880437	0.28547444300333347	0.00596363762421076	False	0.0	0.00596363762421076
cg26518431	cluster_293	chr1	47901555	47902085	-0.0067156566	0.7354635848082383	0.759350578263399	0.7360523828076189	0.0005887979993806081	False	0.0	0.0005887979993806081
cg20006729	cluster_1715	chr12	7032991	7033911	-0.0122618878	0.7195279185709709	0.7882234315574405	0.7835505115160402	0.06402259294506929	False	0.0	0.06402259294506929
cg17762331	cluster_1715	chr12	7032991	7033911	-0.0122618878	0.011390507922060047	0.013179135771830518	0.011671918364187529	0.0002814104421274815	False	0.0	0.0002814104421274815
cg01729491	cluster_6871	chr7	27225772	27226329	-0.0022960952	0.551088793904978	0.5692667644467618	0.5642929918594124	0.013204197954434393	False	0.0	0.013204197954434393
cg02390329	cluster_5307	chr3	147112541	147113092	-0.0048549242	0.5013171624046049	0.5285627683310798	0.5323889380637701	0.03107177565916519	False	0.0	0.03107177565916519
cg04557018	cluster_5307	chr3	147112541	147113092	-0.0048549242	0.2810665937765627	0.2962671551713408	0.30684853234964204	0.025781938573079366	False	0.0	0.025781938573079366
cg21255641	cluster_7000	chr7	100077221	100077394	-0.004653337	0.025974984521076987	0.02757888651739133	0.02765192634692786	0.001676941825850875	False	0.0	0.001676941825850875
cg16010809	cluster_543	chr1	198828060	198828249	0.0036090266	0.985044213151582	0.9779043550270488	0.9844764519909959	-0.0005677611605860999	False	0.0	0.0005677611605860999
cg12397274	cluster_6442	chr6	54172183	54172378	0.0049330434	0.37534034457702636	0.36664230661202846	0.33764366015950437	-0.037696684417522	False	0.0	0.037696684417522
cg27090087	cluster_6442	chr6	54172183	54172378	0.0049330434	0.36664088774465053	0.3580838219687514	0.32349763897262146	-0.043143248772029075	False	0.0	0.043143248772029075
cg20939768	cluster_618	chr1	228604953	228605010	-0.0057544544	0.7956156957236817	0.7646839145726495	0.7970651628043169	0.0014494670806352028	False	0.0	0.0014494670806352028
cg04945350	cluster_618	chr1	228604953	228605010	-0.0057544544	0.7004660718523275	0.6893346134876789	0.7011897492395327	0.000723677387205246	False	0.0	0.000723677387205246
cg01092932	cluster_543	chr1	198828060	198828249	0.0036090266	0.8866560223481519	0.8711435390020541	0.8865453187439307	-0.00011070360422116288	False	0.0	0.00011070360422116288
cg24973993	cluster_1976	chr12	120242490	120242513	-0.0050326616	0.7047146363603596	0.6884062015556192	0.7166347294143569	0.011920093053997327	False	0.0	0.011920093053997327
cg25891078	cluster_1688	chr12	1738035	1738060	-0.0102835436	0.6187990025323364	0.6158895734854566	0.6399218705284685	0.021122867996132055	False	0.0	0.021122867996132055
cg08528444	cluster_1688	chr12	1738035	1738060	-0.0102835436	0.7628884528748231	0.7470984599637105	0.7704496953150192	0.00756124244019607	False	0.0	0.00756124244019607
cg13009869	cluster_5760	chr5	1855899	1856713	-0.0049247912	0.7299746168491748	0.7480614550640206	0.7305605160245847	0.0005858991754099652	False	0.0	0.0005858991754099652
cg18640250	cluster_5760	chr5	1855899	1856713	-0.0049247912	0.9159900133646802	0.9336746920922198	0.9215380729055138	0.005548059540833594	False	0.0	0.005548059540833594
cg14132388	cluster_1976	chr12	120242490	120242513	-0.0050326616	0.46376107113070353	0.4506464531218692	0.4778851355645964	0.014124064433892858	False	0.0	0.014124064433892858
cg01181259	cluster_5760	chr5	1855899	1856713	-0.0049247912	0.6136317140275737	0.6465062620224807	0.6179037282450099	0.004272014217436282	False	0.0	0.004272014217436282
cg12485135	cluster_5760	chr5	1855899	1856713	-0.0049247912	0.9511721645153836	0.9529787439673048	0.953256799743736	0.0020846352283524494	False	0.0	0.0020846352283524494
cg20406482	cluster_3369	chr17	40333521	40333758	-0.0024538422	0.1736250000661835	0.1658696379559821	0.18704734235775028	0.013422342291566774	False	0.0	0.013422342291566774
cg18292434	cluster_5307	chr3	147112541	147113092	-0.0048549242	0.7495117214020468	0.7383153155207999	0.7546943335950683	0.0051826121930215185	False	0.0	0.0051826121930215185
cg18356799	cluster_3660	chr18	28742633	28743074	0.0084533698	0.44470623005257226	0.41680897886598595	0.4239930378369302	-0.02071319221564205	False	0.0	0.02071319221564205
cg04180953	cluster_3660	chr18	28742633	28743074	0.0084533698	0.5330471234048398	0.5197024829725957	0.5157975961027875	-0.017249527302052314	False	0.0	0.017249527302052314
cg06701796	cluster_4084	chr19	47745212	47745582	-0.0039046886	0.8649218095722387	0.8726116335730233	0.8662956842950399	0.0013738747228011494	False	0.0	0.0013738747228011494
cg00215611	cluster_4593	chr2	219860379	219860717	-0.0085145925999999	0.47936169396868306	0.48421133933399535	0.48509843592522844	0.005736741956545388	False	0.0	0.005736741956545388
cg22478258	cluster_6400	chr6	36237982	36238410	0.0115682172	0.6502721996317311	0.6364267600233293	0.6477627191486075	-0.002509480483123605	False	0.0	0.002509480483123605
cg18927901	cluster_6400	chr6	36237982	36238410	0.0115682172	0.5419716060715275	0.5120609322024732	0.5294337196963299	-0.012537886375197593	False	0.0	0.012537886375197593
cg00980581	cluster_6400	chr6	36237982	36238410	0.0115682172	0.1655402763956019	0.14527818818290464	0.15859722335507762	-0.006943053040524283	False	0.0	0.006943053040524283
cg02683846	cluster_6400	chr6	36237982	36238410	0.0115682172	0.21339151857135819	0.1908036011919281	0.20865196383915047	-0.004739554732207718	False	0.0	0.004739554732207718
cg17767484	cluster_6400	chr6	36237982	36238410	0.0115682172	0.6104302441225566	0.5754175436414642	0.5892626186190687	-0.02116762550348794	False	0.0	0.02116762550348794
cg03186877	cluster_7683	chr9	34628025	34628238	-0.0055741026	0.3674498938262011	0.37849751874101795	0.3817121996993917	0.014262305873190606	False	0.0	0.014262305873190606
cg19409156	cluster_2637	chr15	48413040	48413344	0.0080268364	0.9551742859906674	0.9494738596195978	0.9503455754045989	-0.004828710586068596	False	0.0	0.004828710586068596
cg09625274	cluster_2637	chr15	48413040	48413344	0.0080268364	0.8432081964435832	0.825572293305854	0.8344229607007081	-0.008785235742875153	False	0.0	0.008785235742875153
cg02001060	cluster_1556	chr11	108408950	108408962	0.0054585662	0.2826618372382226	0.2804481220952218	0.27644706126726165	-0.0062147759709609285	False	0.0	0.0062147759709609285
cg14833286	cluster_3275	chr17	10421635	10422077	0.0090137378	0.6628267210824753	0.6133692466116439	0.6412637693113724	-0.0215629517711029	False	0.0	0.0215629517711029
cg11812238	cluster_1715	chr12	7032991	7033911	-0.0122618878	0.008930092751100193	0.009040976721194721	0.009158284061746855	0.00022819131064666202	False	0.0	0.00022819131064666202
cg22475430	cluster_1715	chr12	7032991	7033911	-0.0122618878	0.018228653606154957	0.017822144911761085	0.018389095483966198	0.0001604418778112411	False	0.0	0.0001604418778112411
cg09215316	cluster_1715	chr12	7032991	7033911	-0.0122618878	0.015786583113880984	0.016814288111903167	0.01703815707536903	0.0012515739614880443	False	0.0	0.0012515739614880443
cg26373518	cluster_5020	chr22	31518860	31518963	-0.0055116956	0.026050737943329526	0.022624913271380668	0.027087023193039027	0.001036285249709501	False	0.0	0.001036285249709501
cg14601444	cluster_4404	chr2	74607470	74607600	-0.0068323192	0.8483647874323517	0.8388353593775292	0.85524677729969	0.006881989867338345	False	0.0	0.006881989867338345
cg02771886	cluster_5252	chr3	114036607	114036631	0.00381937	0.6819431268482398	0.6424624480209685	0.639917900294117	-0.042025226554122774	False	0.0	0.042025226554122774
cg17164827	cluster_5252	chr3	114036607	114036631	0.00381937	0.6033927467607121	0.5802918038692815	0.5611473639501859	-0.042245382810526144	False	0.0	0.042245382810526144
cg19556208	cluster_2365	chr14	24630327	24630512	-0.0082674561999999	0.00867290399861476	0.009013722361940894	0.009278093044445431	0.0006051890458306716	False	0.0	0.0006051890458306716
cg03993463	cluster_4920	chr21	39627271	39628679	0.0054574154	0.6151644186914385	0.6200947754967803	0.6132265589830608	-0.001937859708377676	False	0.0	0.001937859708377676
cg13966313	cluster_4920	chr21	39627271	39628679	0.0054574154	0.696886825015121	0.6834566429493161	0.6877615892269502	-0.009125235788170816	False	0.0	0.009125235788170816
cg19539519	cluster_3303	chr17	26553567	26554245	-0.0056740609999999	0.9736082990892377	0.9763322547282397	0.9737784646391944	0.0001701655499566357	False	0.0	0.0001701655499566357
cg11231143	cluster_3303	chr17	26553567	26554245	-0.0056740609999999	0.723410774952731	0.7135061739601727	0.7288724540382118	0.005461679085480786	False	0.0	0.005461679085480786
cg19827346	cluster_6532	chr6	152702330	152702463	0.0074560926	0.3867904969383177	0.36001026924711677	0.3848283952760613	-0.0019621016622564103	False	0.0	0.0019621016622564103
cg08806632	cluster_3928	chr19	13214412	13215041	-0.0073388324	0.7442391096447398	0.7592422633416789	0.7575472542502495	0.013308144605509664	False	0.0	0.013308144605509664
cg00041666	cluster_6532	chr6	152702330	152702463	0.0074560926	0.40171793015065804	0.37815513189466166	0.3931953597893478	-0.008522570361310267	False	0.0	0.008522570361310267
cg22865824	cluster_3978	chr19	18902527	18902727	-0.0073873312	0.45803434611755234	0.45916590066294416	0.4660689023755583	0.008034556258005976	False	0.0	0.008034556258005976
cg03767475	cluster_3978	chr19	18902527	18902727	-0.0073873312	0.47038151204906375	0.4769501046594728	0.481847451171414	0.011465939122350222	False	0.0	0.011465939122350222
cg25370441	cluster_5599	chr4	106472990	106473806	0.0088285846	0.1203612140934486	0.12087042820893655	0.11600034180336802	-0.004360872290080586	False	0.0	0.004360872290080586
cg18053607	cluster_5020	chr22	31518860	31518963	-0.0055116956	0.08335514385601858	0.082432211337747	0.08501134769596101	0.00165620383994243	False	0.0	0.00165620383994243
cg19790294	cluster_3133	chr16	88717755	88717989	-0.0036631424	0.22782175212803354	0.22548214922524468	0.22954795390821583	0.0017262017801822904	False	0.0	0.0017262017801822904
cg01185921	cluster_1007	chr10	116444240	116444463	0.004094217	0.05598949429077932	0.05715593290415697	0.05025562336591882	-0.005733870924860496	False	0.0	0.005733870924860496
cg04508114	cluster_1007	chr10	116444240	116444463	0.004094217	0.10249506495721365	0.1074042810293825	0.09030790228836598	-0.012187162668847673	False	0.0	0.012187162668847673
cg14604777	cluster_1921	chr12	101988756	101988803	0.0026149514	0.4759145851249754	0.4550284663512082	0.45733344347172816	-0.018581141653247257	False	0.0	0.018581141653247257
cg21339822	cluster_1921	chr12	101988756	101988803	0.0026149514	0.5308055916029446	0.5139600856497378	0.5296803810236816	-0.0011252105792629585	False	0.0	0.0011252105792629585
cg12614090	cluster_1007	chr10	116444240	116444463	0.004094217	0.02757543816347638	0.02443939113104312	0.024956696144379748	-0.002618742019096631	False	0.0	0.002618742019096631
cg23105697	cluster_4551	chr2	176983285	176983519	-0.0106174824	0.29002664244599197	0.30751913647985535	0.3003886657693062	0.010362023323314207	False	0.0	0.010362023323314207
cg08642538	cluster_2126	chr13	22058122	22058128	0.0108752554	0.5645951340322547	0.5641111119031358	0.5363239010966543	-0.02827123293560041	False	0.0	0.02827123293560041
cg03163982	cluster_2126	chr13	22058122	22058128	0.0108752554	0.4980917925738564	0.496578134286225	0.4698433151719924	-0.02824847740186398	False	0.0	0.02824847740186398
cg06646780	cluster_6495	chr6	130182053	130182551	0.0021933734	0.22103154482356874	0.22449119119467945	0.19951609703496925	-0.021515447788599484	False	0.0	0.021515447788599484
cg17626734	cluster_6495	chr6	130182053	130182551	0.0021933734	0.551965798541349	0.5520682771026498	0.5487214956577928	-0.0032443028835561494	False	0.0	0.0032443028835561494
cg08976101	cluster_1333	chr11	44328423	44329915	-0.0085663612	0.755150845941406	0.7455852902595314	0.758381614293471	0.0032307683520649277	False	0.0	0.0032307683520649277
cg17017404	cluster_1333	chr11	44328423	44329915	-0.0085663612	0.8181051676847811	0.8150414444212842	0.8199357568150575	0.0018305891302763388	False	0.0	0.0018305891302763388
cg13837679	cluster_1333	chr11	44328423	44329915	-0.0085663612	0.7754107206308838	0.7615088155393529	0.7767827563707108	0.0013720357398270266	False	0.0	0.0013720357398270266
cg09416203	cluster_6975	chr7	94927713	94928249	0.0074328592	0.8819192183561283	0.8561708945112574	0.8791686270961488	-0.0027505912599794513	False	0.0	0.0027505912599794513
cg23327992	cluster_2365	chr14	24630327	24630512	-0.0082674561999999	0.022502626751284064	0.021520291023398235	0.02315555443150568	0.0006529276802216162	False	0.0	0.0006529276802216162
cg13846675	cluster_7504	chr8	53080905	53081140	0.014511629	0.9822461903585136	0.9811133370993281	0.9817670474561184	-0.00047914290239514656	False	0.0	0.00047914290239514656
cg01437411	cluster_1715	chr12	7032991	7033911	-0.0122618878	0.5418031597091088	0.5327546007336109	0.5429506933036701	0.001147533594561323	False	0.0	0.001147533594561323
cg10626682	cluster_4904	chr21	31661731	31661998	0.0067433564	0.4279549920883383	0.4404676022988095	0.41102624288472	-0.01692874920361831	False	0.0	0.01692874920361831
cg13284574	cluster_123	chr1	6519923	6520194	-0.0064993986	0.4293769779079831	0.4468262741085471	0.45205561847369785	0.022678640565714725	False	0.0	0.022678640565714725
cg12406391	cluster_123	chr1	6519923	6520194	-0.0064993986	0.3493997935660492	0.4137046329596663	0.37760013263961356	0.02820033907356434	False	0.0	0.02820033907356434
cg25924694	cluster_1922	chr12	102872603	102873312	0.0086412308	0.1364488674078937	0.14297835207280468	0.11495219119061546	-0.02149667621727823	False	0.0	0.02149667621727823
cg16801374	cluster_1922	chr12	102872603	102873312	0.0086412308	0.1472749157422071	0.1418247350830162	0.13869382052425283	-0.008581095217954277	False	0.0	0.008581095217954277
cg14240353	cluster_1922	chr12	102872603	102873312	0.0086412308	0.12896765998350634	0.13284904697284514	0.1279078460926552	-0.0010598138908511356	False	0.0	0.0010598138908511356
cg10643236	cluster_6163	chr6	29274617	29275337	0.003393275	0.3835916153509235	0.3685244501979804	0.36434940227039003	-0.019242213080533477	False	0.0	0.019242213080533477
cg18944099	cluster_6262	chr6	31628935	31629199	-0.0074985209999999	0.7967683362969921	0.7895257889419608	0.8105025604924443	0.013734224195452227	False	0.0	0.013734224195452227
cg03019219	cluster_6163	chr6	29274617	29275337	0.003393275	0.04381496572708197	0.04245052006613334	0.03591681638735507	-0.0078981493397269	False	0.0	0.0078981493397269
cg16958668	cluster_6163	chr6	29274617	29275337	0.003393275	0.3714193082214799	0.3425865102655969	0.3653347653072713	-0.006084542914208568	False	0.0	0.006084542914208568
cg18901980	cluster_3348	chr17	38911538	38911540	0.0047797224	0.5604551824547628	0.5419505606763095	0.5536045193409602	-0.0068506631138025575	False	0.0	0.0068506631138025575
cg22983092	cluster_3348	chr17	38911538	38911540	0.0047797224	0.5247508106110386	0.5144366955239252	0.5159471586412795	-0.008803651969759074	False	0.0	0.008803651969759074
cg09403933	cluster_1523	chr11	74978433	74978559	0.0132524347999999	0.9741650568771301	0.9692956006141081	0.9725885080013704	-0.0015765488757596424	False	0.0	0.0015765488757596424
cg14776050	cluster_1523	chr11	74978433	74978559	0.0132524347999999	0.9297274203494362	0.9186226383382674	0.9275604782183262	-0.0021669421311100168	False	0.0	0.0021669421311100168
cg24145481	cluster_4904	chr21	31661731	31661998	0.0067433564	0.17196789005650398	0.18294968125896124	0.15255526386341528	-0.0194126261930887	False	0.0	0.0194126261930887
cg02251393	cluster_4532	chr2	159651559	159651918	0.0031005754	0.4057232085326028	0.4223460294171302	0.39814040613987056	-0.007582802392732235	False	0.0	0.007582802392732235
cg23199335	cluster_5336	chr3	177315226	177315882	0.0060145718	0.3148266467718387	0.3124188234524412	0.305539176210441	-0.00928747056139767	False	0.0	0.00928747056139767
cg21992932	cluster_4532	chr2	159651559	159651918	0.0031005754	0.08587066009008919	0.0946243576938718	0.08567517992998147	-0.00019548016010771663	False	0.0	0.00019548016010771663
cg08348709	cluster_3336	chr17	37764503	37764802	-0.0020451606	0.02989021303393838	0.029382234051958035	0.031139741373113677	0.0012495283391752987	False	0.0	0.0012495283391752987
cg22534110	cluster_3336	chr17	37764503	37764802	-0.0020451606	0.6732830921291316	0.6654807086660524	0.6737468478241272	0.00046375569499557123	False	0.0	0.00046375569499557123
cg06865992	cluster_3336	chr17	37764503	37764802	-0.0020451606	0.2565827402728647	0.24209389546341997	0.2614525589307529	0.004869818657888214	False	0.0	0.004869818657888214
cg27176614	cluster_3133	chr16	88717755	88717989	-0.0036631424	0.5987528883656583	0.6122904357261226	0.6054139398071914	0.006661051441533061	False	0.0	0.006661051441533061
cg12030523	cluster_5928	chr5	126984765	126984994	0.0105603374	0.46246829022012526	0.47013214844804113	0.45361279065102356	-0.008855499569101699	False	0.0	0.008855499569101699
cg07157169	cluster_5928	chr5	126984765	126984994	0.0105603374	0.4605366924422161	0.45853048010537256	0.4507386344210634	-0.009798058021152745	False	0.0	0.009798058021152745
cg03870138	cluster_3133	chr16	88717755	88717989	-0.0036631424	0.2084565076284374	0.21713407445513136	0.22455058942040051	0.016094081791963116	False	0.0	0.016094081791963116
cg25324786	cluster_2324	chr13	114865944	114866221	-0.0140194841999999	0.2893257135938021	0.2941459886286782	0.2905380821975014	0.0012123686036992765	False	0.0	0.0012123686036992765
cg01720228	cluster_3227	chr17	4486580	4486934	-0.004881945	0.7914687474248654	0.7987398851593537	0.815779806945313	0.024311059520447653	False	0.0	0.024311059520447653
cg13211181	cluster_1764	chr12	25801455	25801621	0.0091420976	0.28037690823101175	0.27751169705616063	0.271540777535997	-0.008836130695014766	False	0.0	0.008836130695014766
cg03681383	cluster_1764	chr12	25801455	25801621	0.0091420976	0.09585703299621846	0.08999254311714136	0.08816152759682096	-0.0076955053993975064	False	0.0	0.0076955053993975064
cg25024515	cluster_2004	chr12	124763658	124763800	0.0108679878	0.9893293236374514	0.9881690995122383	0.988068683418275	-0.0012606402191763788	False	0.0	0.0012606402191763788
cg25098479	cluster_2004	chr12	124763658	124763800	0.0108679878	0.8252316370806886	0.8080028760483284	0.8212718930048297	-0.003959744075858862	False	0.0	0.003959744075858862
cg21147626	cluster_1851	chr12	56131768	56132083	-0.0031275888	0.03229979859454491	0.03337809011706346	0.03295671174784894	0.0006569131533040312	False	0.0	0.0006569131533040312
