source	top_k	iteration	random_mean
8cell_3pn	50	908	0.22
8cell_3pn	50	909	0.2
8cell_3pn	50	910	0.22
8cell_3pn	50	911	0.26
8cell_3pn	50	912	0.28
8cell_3pn	50	913	0.26
8cell_3pn	50	914	0.28
8cell_3pn	50	915	0.32
8cell_3pn	50	916	0.42
8cell_3pn	50	917	0.32
8cell_3pn	50	918	0.2
8cell_3pn	50	919	0.22
8cell_3pn	50	920	0.26
8cell_3pn	50	921	0.24
8cell_3pn	50	922	0.34
8cell_3pn	50	923	0.44
8cell_3pn	50	924	0.26
8cell_3pn	50	925	0.32
8cell_3pn	50	926	0.3
8cell_3pn	50	927	0.2
8cell_3pn	50	928	0.24
8cell_3pn	50	929	0.24
8cell_3pn	50	930	0.2
8cell_3pn	50	931	0.2
8cell_3pn	50	932	0.34
8cell_3pn	50	933	0.32
8cell_3pn	50	934	0.2
8cell_3pn	50	935	0.22
8cell_3pn	50	936	0.2
8cell_3pn	50	937	0.26
8cell_3pn	50	938	0.28
8cell_3pn	50	939	0.3
8cell_3pn	50	940	0.36
8cell_3pn	50	941	0.22
8cell_3pn	50	942	0.26
8cell_3pn	50	943	0.3
8cell_3pn	50	944	0.3
8cell_3pn	50	945	0.3
8cell_3pn	50	946	0.26
8cell_3pn	50	947	0.24
8cell_3pn	50	948	0.32
8cell_3pn	50	949	0.36
8cell_3pn	50	950	0.24
8cell_3pn	50	951	0.26
8cell_3pn	50	952	0.14
8cell_3pn	50	953	0.26
8cell_3pn	50	954	0.24
8cell_3pn	50	955	0.32
8cell_3pn	50	956	0.24
8cell_3pn	50	957	0.28
8cell_3pn	50	958	0.24
8cell_3pn	50	959	0.28
8cell_3pn	50	960	0.24
8cell_3pn	50	961	0.24
8cell_3pn	50	962	0.18
8cell_3pn	50	963	0.32
8cell_3pn	50	964	0.24
8cell_3pn	50	965	0.3
8cell_3pn	50	966	0.22
8cell_3pn	50	967	0.34
8cell_3pn	50	968	0.24
8cell_3pn	50	969	0.3
8cell_3pn	50	970	0.14
8cell_3pn	50	971	0.18
8cell_3pn	50	972	0.34
8cell_3pn	50	973	0.32
8cell_3pn	50	974	0.24
8cell_3pn	50	975	0.24
8cell_3pn	50	976	0.32
8cell_3pn	50	977	0.14
8cell_3pn	50	978	0.18
8cell_3pn	50	979	0.28
8cell_3pn	50	980	0.24
8cell_3pn	50	981	0.32
8cell_3pn	50	982	0.2
8cell_3pn	50	983	0.38
8cell_3pn	50	984	0.24
8cell_3pn	50	985	0.28
8cell_3pn	50	986	0.34
8cell_3pn	50	987	0.22
8cell_3pn	50	988	0.34
8cell_3pn	50	989	0.24
8cell_3pn	50	990	0.28
8cell_3pn	50	991	0.16
8cell_3pn	50	992	0.34
8cell_3pn	50	993	0.22
8cell_3pn	50	994	0.28
8cell_3pn	50	995	0.28
8cell_3pn	50	996	0.34
8cell_3pn	50	997	0.26
8cell_3pn	50	998	0.22
8cell_3pn	50	999	0.28
8cell_3pn	100	0	0.35
8cell_3pn	100	1	0.29
8cell_3pn	100	2	0.31
8cell_3pn	100	3	0.38
8cell_3pn	100	4	0.37
8cell_3pn	100	5	0.31
8cell_3pn	100	6	0.29
8cell_3pn	100	7	0.22
8cell_3pn	100	8	0.32
8cell_3pn	100	9	0.25
8cell_3pn	100	10	0.33
8cell_3pn	100	11	0.34
8cell_3pn	100	12	0.36
8cell_3pn	100	13	0.3
8cell_3pn	100	14	0.31
8cell_3pn	100	15	0.3
8cell_3pn	100	16	0.4
8cell_3pn	100	17	0.28
8cell_3pn	100	18	0.27
8cell_3pn	100	19	0.3
8cell_3pn	100	20	0.29
8cell_3pn	100	21	0.29
8cell_3pn	100	22	0.28
8cell_3pn	100	23	0.31
8cell_3pn	100	24	0.35
8cell_3pn	100	25	0.28
8cell_3pn	100	26	0.3
8cell_3pn	100	27	0.29
8cell_3pn	100	28	0.36
8cell_3pn	100	29	0.36
8cell_3pn	100	30	0.34
8cell_3pn	100	31	0.35
8cell_3pn	100	32	0.38
8cell_3pn	100	33	0.33
8cell_3pn	100	34	0.33
8cell_3pn	100	35	0.31
8cell_3pn	100	36	0.28
8cell_3pn	100	37	0.23
8cell_3pn	100	38	0.3
8cell_3pn	100	39	0.34
8cell_3pn	100	40	0.22
8cell_3pn	100	41	0.26
8cell_3pn	100	42	0.29
8cell_3pn	100	43	0.28
8cell_3pn	100	44	0.25
8cell_3pn	100	45	0.33
8cell_3pn	100	46	0.38
8cell_3pn	100	47	0.31
8cell_3pn	100	48	0.26
8cell_3pn	100	49	0.32
8cell_3pn	100	50	0.32
8cell_3pn	100	51	0.28
8cell_3pn	100	52	0.32
8cell_3pn	100	53	0.31
8cell_3pn	100	54	0.37
8cell_3pn	100	55	0.24
8cell_3pn	100	56	0.27
8cell_3pn	100	57	0.29
8cell_3pn	100	58	0.26
8cell_3pn	100	59	0.37
8cell_3pn	100	60	0.3
8cell_3pn	100	61	0.34
8cell_3pn	100	62	0.35
8cell_3pn	100	63	0.25
8cell_3pn	100	64	0.32
8cell_3pn	100	65	0.35
8cell_3pn	100	66	0.23
8cell_3pn	100	67	0.29
8cell_3pn	100	68	0.21
8cell_3pn	100	69	0.42
8cell_3pn	100	70	0.34
8cell_3pn	100	71	0.31
8cell_3pn	100	72	0.29
8cell_3pn	100	73	0.33
8cell_3pn	100	74	0.31
8cell_3pn	100	75	0.29
8cell_3pn	100	76	0.3
8cell_3pn	100	77	0.34
8cell_3pn	100	78	0.26
8cell_3pn	100	79	0.31
8cell_3pn	100	80	0.32
8cell_3pn	100	81	0.28
8cell_3pn	100	82	0.27
8cell_3pn	100	83	0.36
8cell_3pn	100	84	0.28
8cell_3pn	100	85	0.33
8cell_3pn	100	86	0.27
8cell_3pn	100	87	0.35
8cell_3pn	100	88	0.26
8cell_3pn	100	89	0.23
8cell_3pn	100	90	0.28
8cell_3pn	100	91	0.36
8cell_3pn	100	92	0.34
8cell_3pn	100	93	0.28
8cell_3pn	100	94	0.32
8cell_3pn	100	95	0.3
8cell_3pn	100	96	0.2
8cell_3pn	100	97	0.3
8cell_3pn	100	98	0.27
8cell_3pn	100	99	0.33
8cell_3pn	100	100	0.22
8cell_3pn	100	101	0.28
8cell_3pn	100	102	0.27
8cell_3pn	100	103	0.34
8cell_3pn	100	104	0.35
8cell_3pn	100	105	0.33
8cell_3pn	100	106	0.25
8cell_3pn	100	107	0.37
8cell_3pn	100	108	0.32
8cell_3pn	100	109	0.3
8cell_3pn	100	110	0.37
8cell_3pn	100	111	0.36
8cell_3pn	100	112	0.32
8cell_3pn	100	113	0.28
8cell_3pn	100	114	0.28
8cell_3pn	100	115	0.32
8cell_3pn	100	116	0.4
8cell_3pn	100	117	0.33
8cell_3pn	100	118	0.26
8cell_3pn	100	119	0.36
8cell_3pn	100	120	0.27
8cell_3pn	100	121	0.26
8cell_3pn	100	122	0.32
8cell_3pn	100	123	0.29
8cell_3pn	100	124	0.32
8cell_3pn	100	125	0.41
8cell_3pn	100	126	0.31
8cell_3pn	100	127	0.32
8cell_3pn	100	128	0.34
8cell_3pn	100	129	0.36
8cell_3pn	100	130	0.29
8cell_3pn	100	131	0.27
8cell_3pn	100	132	0.3
8cell_3pn	100	133	0.3
8cell_3pn	100	134	0.36
8cell_3pn	100	135	0.23
8cell_3pn	100	136	0.32
8cell_3pn	100	137	0.4
8cell_3pn	100	138	0.28
8cell_3pn	100	139	0.37
8cell_3pn	100	140	0.35
8cell_3pn	100	141	0.25
8cell_3pn	100	142	0.32
8cell_3pn	100	143	0.27
8cell_3pn	100	144	0.33
8cell_3pn	100	145	0.29
8cell_3pn	100	146	0.26
8cell_3pn	100	147	0.33
8cell_3pn	100	148	0.31
8cell_3pn	100	149	0.33
8cell_3pn	100	150	0.26
8cell_3pn	100	151	0.28
8cell_3pn	100	152	0.4
8cell_3pn	100	153	0.25
8cell_3pn	100	154	0.31
8cell_3pn	100	155	0.26
8cell_3pn	100	156	0.32
8cell_3pn	100	157	0.36
8cell_3pn	100	158	0.33
8cell_3pn	100	159	0.27
8cell_3pn	100	160	0.28
8cell_3pn	100	161	0.27
8cell_3pn	100	162	0.31
8cell_3pn	100	163	0.34
8cell_3pn	100	164	0.34
8cell_3pn	100	165	0.36
8cell_3pn	100	166	0.28
8cell_3pn	100	167	0.32
8cell_3pn	100	168	0.3
8cell_3pn	100	169	0.37
8cell_3pn	100	170	0.35
8cell_3pn	100	171	0.34
8cell_3pn	100	172	0.24
8cell_3pn	100	173	0.43
8cell_3pn	100	174	0.26
8cell_3pn	100	175	0.31
8cell_3pn	100	176	0.37
8cell_3pn	100	177	0.34
8cell_3pn	100	178	0.39
8cell_3pn	100	179	0.33
8cell_3pn	100	180	0.28
8cell_3pn	100	181	0.24
8cell_3pn	100	182	0.35
8cell_3pn	100	183	0.3
8cell_3pn	100	184	0.34
8cell_3pn	100	185	0.3
8cell_3pn	100	186	0.31
8cell_3pn	100	187	0.31
8cell_3pn	100	188	0.35
8cell_3pn	100	189	0.3
8cell_3pn	100	190	0.3
8cell_3pn	100	191	0.34
8cell_3pn	100	192	0.28
8cell_3pn	100	193	0.23
8cell_3pn	100	194	0.38
8cell_3pn	100	195	0.27
8cell_3pn	100	196	0.33
8cell_3pn	100	197	0.3
8cell_3pn	100	198	0.37
8cell_3pn	100	199	0.34
8cell_3pn	100	200	0.28
8cell_3pn	100	201	0.33
8cell_3pn	100	202	0.32
8cell_3pn	100	203	0.34
8cell_3pn	100	204	0.2
8cell_3pn	100	205	0.31
8cell_3pn	100	206	0.3
8cell_3pn	100	207	0.25
8cell_3pn	100	208	0.3
8cell_3pn	100	209	0.25
8cell_3pn	100	210	0.3
8cell_3pn	100	211	0.37
8cell_3pn	100	212	0.28
8cell_3pn	100	213	0.29
8cell_3pn	100	214	0.26
8cell_3pn	100	215	0.28
8cell_3pn	100	216	0.41
8cell_3pn	100	217	0.35
8cell_3pn	100	218	0.2
8cell_3pn	100	219	0.25
8cell_3pn	100	220	0.31
8cell_3pn	100	221	0.31
8cell_3pn	100	222	0.34
8cell_3pn	100	223	0.33
8cell_3pn	100	224	0.29
8cell_3pn	100	225	0.37
8cell_3pn	100	226	0.24
8cell_3pn	100	227	0.32
8cell_3pn	100	228	0.28
8cell_3pn	100	229	0.32
8cell_3pn	100	230	0.31
8cell_3pn	100	231	0.34
8cell_3pn	100	232	0.27
8cell_3pn	100	233	0.29
8cell_3pn	100	234	0.33
8cell_3pn	100	235	0.36
8cell_3pn	100	236	0.35
8cell_3pn	100	237	0.22
8cell_3pn	100	238	0.31
8cell_3pn	100	239	0.32
8cell_3pn	100	240	0.38
8cell_3pn	100	241	0.31
8cell_3pn	100	242	0.26
8cell_3pn	100	243	0.29
8cell_3pn	100	244	0.25
8cell_3pn	100	245	0.31
8cell_3pn	100	246	0.32
8cell_3pn	100	247	0.29
8cell_3pn	100	248	0.29
8cell_3pn	100	249	0.31
8cell_3pn	100	250	0.24
8cell_3pn	100	251	0.28
8cell_3pn	100	252	0.33
8cell_3pn	100	253	0.28
8cell_3pn	100	254	0.32
8cell_3pn	100	255	0.28
8cell_3pn	100	256	0.35
8cell_3pn	100	257	0.34
8cell_3pn	100	258	0.26
8cell_3pn	100	259	0.35
8cell_3pn	100	260	0.25
8cell_3pn	100	261	0.36
8cell_3pn	100	262	0.27
8cell_3pn	100	263	0.31
8cell_3pn	100	264	0.29
8cell_3pn	100	265	0.36
8cell_3pn	100	266	0.33
8cell_3pn	100	267	0.33
8cell_3pn	100	268	0.31
8cell_3pn	100	269	0.3
8cell_3pn	100	270	0.31
8cell_3pn	100	271	0.33
8cell_3pn	100	272	0.36
8cell_3pn	100	273	0.25
8cell_3pn	100	274	0.33
8cell_3pn	100	275	0.23
8cell_3pn	100	276	0.31
8cell_3pn	100	277	0.33
8cell_3pn	100	278	0.32
8cell_3pn	100	279	0.31
8cell_3pn	100	280	0.24
8cell_3pn	100	281	0.3
8cell_3pn	100	282	0.36
8cell_3pn	100	283	0.28
8cell_3pn	100	284	0.32
8cell_3pn	100	285	0.33
8cell_3pn	100	286	0.31
8cell_3pn	100	287	0.36
8cell_3pn	100	288	0.38
8cell_3pn	100	289	0.29
8cell_3pn	100	290	0.28
8cell_3pn	100	291	0.28
8cell_3pn	100	292	0.3
8cell_3pn	100	293	0.38
8cell_3pn	100	294	0.32
8cell_3pn	100	295	0.35
8cell_3pn	100	296	0.3
8cell_3pn	100	297	0.34
8cell_3pn	100	298	0.27
8cell_3pn	100	299	0.43
8cell_3pn	100	300	0.3
8cell_3pn	100	301	0.33
8cell_3pn	100	302	0.38
8cell_3pn	100	303	0.3
8cell_3pn	100	304	0.25
8cell_3pn	100	305	0.24
8cell_3pn	100	306	0.34
8cell_3pn	100	307	0.31
8cell_3pn	100	308	0.29
8cell_3pn	100	309	0.3
8cell_3pn	100	310	0.29
8cell_3pn	100	311	0.31
8cell_3pn	100	312	0.33
8cell_3pn	100	313	0.25
8cell_3pn	100	314	0.28
8cell_3pn	100	315	0.35
8cell_3pn	100	316	0.3
8cell_3pn	100	317	0.29
8cell_3pn	100	318	0.35
8cell_3pn	100	319	0.31
8cell_3pn	100	320	0.25
8cell_3pn	100	321	0.28
8cell_3pn	100	322	0.35
8cell_3pn	100	323	0.27
8cell_3pn	100	324	0.3
8cell_3pn	100	325	0.33
8cell_3pn	100	326	0.32
8cell_3pn	100	327	0.26
8cell_3pn	100	328	0.42
8cell_3pn	100	329	0.29
8cell_3pn	100	330	0.29
8cell_3pn	100	331	0.31
8cell_3pn	100	332	0.31
8cell_3pn	100	333	0.23
8cell_3pn	100	334	0.31
8cell_3pn	100	335	0.32
8cell_3pn	100	336	0.36
8cell_3pn	100	337	0.34
8cell_3pn	100	338	0.35
8cell_3pn	100	339	0.3
8cell_3pn	100	340	0.27
8cell_3pn	100	341	0.24
8cell_3pn	100	342	0.33
8cell_3pn	100	343	0.35
8cell_3pn	100	344	0.28
8cell_3pn	100	345	0.28
8cell_3pn	100	346	0.26
8cell_3pn	100	347	0.25
8cell_3pn	100	348	0.26
8cell_3pn	100	349	0.3
8cell_3pn	100	350	0.35
8cell_3pn	100	351	0.36
8cell_3pn	100	352	0.39
8cell_3pn	100	353	0.29
8cell_3pn	100	354	0.33
8cell_3pn	100	355	0.29
8cell_3pn	100	356	0.34
8cell_3pn	100	357	0.28
8cell_3pn	100	358	0.37
8cell_3pn	100	359	0.39
8cell_3pn	100	360	0.39
8cell_3pn	100	361	0.3
8cell_3pn	100	362	0.31
8cell_3pn	100	363	0.39
8cell_3pn	100	364	0.24
8cell_3pn	100	365	0.36
8cell_3pn	100	366	0.36
8cell_3pn	100	367	0.28
8cell_3pn	100	368	0.37
8cell_3pn	100	369	0.27
8cell_3pn	100	370	0.38
8cell_3pn	100	371	0.32
8cell_3pn	100	372	0.29
8cell_3pn	100	373	0.35
8cell_3pn	100	374	0.37
8cell_3pn	100	375	0.32
8cell_3pn	100	376	0.27
8cell_3pn	100	377	0.28
8cell_3pn	100	378	0.29
8cell_3pn	100	379	0.29
8cell_3pn	100	380	0.29
8cell_3pn	100	381	0.26
8cell_3pn	100	382	0.32
8cell_3pn	100	383	0.34
8cell_3pn	100	384	0.34
8cell_3pn	100	385	0.29
8cell_3pn	100	386	0.29
8cell_3pn	100	387	0.28
8cell_3pn	100	388	0.31
8cell_3pn	100	389	0.33
8cell_3pn	100	390	0.31
8cell_3pn	100	391	0.29
8cell_3pn	100	392	0.26
8cell_3pn	100	393	0.27
8cell_3pn	100	394	0.29
8cell_3pn	100	395	0.33
8cell_3pn	100	396	0.32
8cell_3pn	100	397	0.34
8cell_3pn	100	398	0.35
8cell_3pn	100	399	0.29
8cell_3pn	100	400	0.21
8cell_3pn	100	401	0.35
8cell_3pn	100	402	0.34
8cell_3pn	100	403	0.32
8cell_3pn	100	404	0.26
8cell_3pn	100	405	0.23
8cell_3pn	100	406	0.27
8cell_3pn	100	407	0.38
8cell_3pn	100	408	0.26
8cell_3pn	100	409	0.28
8cell_3pn	100	410	0.29
8cell_3pn	100	411	0.3
8cell_3pn	100	412	0.28
8cell_3pn	100	413	0.37
8cell_3pn	100	414	0.27
8cell_3pn	100	415	0.32
8cell_3pn	100	416	0.24
8cell_3pn	100	417	0.26
8cell_3pn	100	418	0.25
8cell_3pn	100	419	0.29
8cell_3pn	100	420	0.35
8cell_3pn	100	421	0.31
8cell_3pn	100	422	0.23
8cell_3pn	100	423	0.27
8cell_3pn	100	424	0.33
8cell_3pn	100	425	0.32
8cell_3pn	100	426	0.33
8cell_3pn	100	427	0.28
8cell_3pn	100	428	0.36
8cell_3pn	100	429	0.26
8cell_3pn	100	430	0.31
8cell_3pn	100	431	0.35
8cell_3pn	100	432	0.26
8cell_3pn	100	433	0.31
8cell_3pn	100	434	0.35
8cell_3pn	100	435	0.32
8cell_3pn	100	436	0.34
8cell_3pn	100	437	0.26
8cell_3pn	100	438	0.28
8cell_3pn	100	439	0.33
8cell_3pn	100	440	0.34
8cell_3pn	100	441	0.34
8cell_3pn	100	442	0.37
8cell_3pn	100	443	0.31
8cell_3pn	100	444	0.32
8cell_3pn	100	445	0.27
8cell_3pn	100	446	0.41
8cell_3pn	100	447	0.31
8cell_3pn	100	448	0.25
8cell_3pn	100	449	0.34
8cell_3pn	100	450	0.34
8cell_3pn	100	451	0.4
8cell_3pn	100	452	0.32
8cell_3pn	100	453	0.24
8cell_3pn	100	454	0.24
8cell_3pn	100	455	0.23
8cell_3pn	100	456	0.37
8cell_3pn	100	457	0.38
8cell_3pn	100	458	0.33
8cell_3pn	100	459	0.37
8cell_3pn	100	460	0.35
8cell_3pn	100	461	0.3
8cell_3pn	100	462	0.31
8cell_3pn	100	463	0.25
8cell_3pn	100	464	0.33
8cell_3pn	100	465	0.25
8cell_3pn	100	466	0.29
8cell_3pn	100	467	0.37
8cell_3pn	100	468	0.32
8cell_3pn	100	469	0.31
8cell_3pn	100	470	0.38
8cell_3pn	100	471	0.32
8cell_3pn	100	472	0.31
8cell_3pn	100	473	0.24
8cell_3pn	100	474	0.3
8cell_3pn	100	475	0.33
8cell_3pn	100	476	0.25
8cell_3pn	100	477	0.31
8cell_3pn	100	478	0.37
8cell_3pn	100	479	0.43
8cell_3pn	100	480	0.29
8cell_3pn	100	481	0.36
8cell_3pn	100	482	0.3
8cell_3pn	100	483	0.31
8cell_3pn	100	484	0.29
8cell_3pn	100	485	0.31
8cell_3pn	100	486	0.39
8cell_3pn	100	487	0.3
8cell_3pn	100	488	0.28
8cell_3pn	100	489	0.31
8cell_3pn	100	490	0.25
8cell_3pn	100	491	0.31
8cell_3pn	100	492	0.3
8cell_3pn	100	493	0.27
8cell_3pn	100	494	0.28
8cell_3pn	100	495	0.32
8cell_3pn	100	496	0.35
8cell_3pn	100	497	0.24
8cell_3pn	100	498	0.34
8cell_3pn	100	499	0.31
8cell_3pn	100	500	0.29
8cell_3pn	100	501	0.23
8cell_3pn	100	502	0.24
8cell_3pn	100	503	0.34
8cell_3pn	100	504	0.37
8cell_3pn	100	505	0.32
8cell_3pn	100	506	0.31
8cell_3pn	100	507	0.23
8cell_3pn	100	508	0.4
8cell_3pn	100	509	0.25
8cell_3pn	100	510	0.29
8cell_3pn	100	511	0.33
8cell_3pn	100	512	0.38
8cell_3pn	100	513	0.32
8cell_3pn	100	514	0.27
8cell_3pn	100	515	0.33
8cell_3pn	100	516	0.25
8cell_3pn	100	517	0.26
8cell_3pn	100	518	0.32
8cell_3pn	100	519	0.34
8cell_3pn	100	520	0.38
8cell_3pn	100	521	0.29
8cell_3pn	100	522	0.33
8cell_3pn	100	523	0.25
8cell_3pn	100	524	0.22
8cell_3pn	100	525	0.29
8cell_3pn	100	526	0.39
8cell_3pn	100	527	0.26
8cell_3pn	100	528	0.31
8cell_3pn	100	529	0.29
8cell_3pn	100	530	0.34
8cell_3pn	100	531	0.31
8cell_3pn	100	532	0.33
8cell_3pn	100	533	0.36
8cell_3pn	100	534	0.23
8cell_3pn	100	535	0.36
8cell_3pn	100	536	0.3
8cell_3pn	100	537	0.32
8cell_3pn	100	538	0.31
8cell_3pn	100	539	0.41
8cell_3pn	100	540	0.26
8cell_3pn	100	541	0.3
8cell_3pn	100	542	0.42
8cell_3pn	100	543	0.3
8cell_3pn	100	544	0.25
8cell_3pn	100	545	0.31
8cell_3pn	100	546	0.36
8cell_3pn	100	547	0.41
8cell_3pn	100	548	0.26
8cell_3pn	100	549	0.35
8cell_3pn	100	550	0.33
8cell_3pn	100	551	0.32
8cell_3pn	100	552	0.28
8cell_3pn	100	553	0.31
8cell_3pn	100	554	0.3
8cell_3pn	100	555	0.23
8cell_3pn	100	556	0.34
8cell_3pn	100	557	0.32
8cell_3pn	100	558	0.31
8cell_3pn	100	559	0.38
8cell_3pn	100	560	0.27
8cell_3pn	100	561	0.42
8cell_3pn	100	562	0.3
8cell_3pn	100	563	0.32
8cell_3pn	100	564	0.27
8cell_3pn	100	565	0.36
8cell_3pn	100	566	0.24
8cell_3pn	100	567	0.3
8cell_3pn	100	568	0.24
8cell_3pn	100	569	0.26
8cell_3pn	100	570	0.42
8cell_3pn	100	571	0.28
8cell_3pn	100	572	0.42
8cell_3pn	100	573	0.26
8cell_3pn	100	574	0.32
8cell_3pn	100	575	0.28
8cell_3pn	100	576	0.31
8cell_3pn	100	577	0.27
8cell_3pn	100	578	0.3
8cell_3pn	100	579	0.31
8cell_3pn	100	580	0.38
8cell_3pn	100	581	0.34
8cell_3pn	100	582	0.28
8cell_3pn	100	583	0.33
8cell_3pn	100	584	0.36
8cell_3pn	100	585	0.34
8cell_3pn	100	586	0.24
8cell_3pn	100	587	0.3
8cell_3pn	100	588	0.24
8cell_3pn	100	589	0.36
8cell_3pn	100	590	0.41
8cell_3pn	100	591	0.25
8cell_3pn	100	592	0.29
8cell_3pn	100	593	0.3
8cell_3pn	100	594	0.35
8cell_3pn	100	595	0.34
8cell_3pn	100	596	0.31
8cell_3pn	100	597	0.31
8cell_3pn	100	598	0.27
8cell_3pn	100	599	0.32
8cell_3pn	100	600	0.34
8cell_3pn	100	601	0.17
8cell_3pn	100	602	0.37
8cell_3pn	100	603	0.28
8cell_3pn	100	604	0.32
8cell_3pn	100	605	0.35
8cell_3pn	100	606	0.27
8cell_3pn	100	607	0.42
8cell_3pn	100	608	0.27
8cell_3pn	100	609	0.31
8cell_3pn	100	610	0.32
8cell_3pn	100	611	0.32
8cell_3pn	100	612	0.33
8cell_3pn	100	613	0.32
8cell_3pn	100	614	0.32
8cell_3pn	100	615	0.29
8cell_3pn	100	616	0.35
8cell_3pn	100	617	0.3
8cell_3pn	100	618	0.36
8cell_3pn	100	619	0.3
8cell_3pn	100	620	0.28
8cell_3pn	100	621	0.32
8cell_3pn	100	622	0.32
8cell_3pn	100	623	0.31
8cell_3pn	100	624	0.27
8cell_3pn	100	625	0.32
8cell_3pn	100	626	0.3
8cell_3pn	100	627	0.27
8cell_3pn	100	628	0.35
8cell_3pn	100	629	0.23
8cell_3pn	100	630	0.28
8cell_3pn	100	631	0.22
8cell_3pn	100	632	0.32
8cell_3pn	100	633	0.31
8cell_3pn	100	634	0.35
8cell_3pn	100	635	0.32
8cell_3pn	100	636	0.3
8cell_3pn	100	637	0.2
8cell_3pn	100	638	0.31
8cell_3pn	100	639	0.29
8cell_3pn	100	640	0.25
8cell_3pn	100	641	0.31
8cell_3pn	100	642	0.35
8cell_3pn	100	643	0.26
8cell_3pn	100	644	0.3
8cell_3pn	100	645	0.36
8cell_3pn	100	646	0.33
8cell_3pn	100	647	0.31
8cell_3pn	100	648	0.25
8cell_3pn	100	649	0.33
8cell_3pn	100	650	0.23
8cell_3pn	100	651	0.33
8cell_3pn	100	652	0.3
8cell_3pn	100	653	0.28
8cell_3pn	100	654	0.34
8cell_3pn	100	655	0.28
8cell_3pn	100	656	0.3
8cell_3pn	100	657	0.37
8cell_3pn	100	658	0.31
8cell_3pn	100	659	0.28
8cell_3pn	100	660	0.35
8cell_3pn	100	661	0.36
8cell_3pn	100	662	0.35
8cell_3pn	100	663	0.31
8cell_3pn	100	664	0.43
8cell_3pn	100	665	0.28
8cell_3pn	100	666	0.25
8cell_3pn	100	667	0.26
8cell_3pn	100	668	0.27
8cell_3pn	100	669	0.3
8cell_3pn	100	670	0.39
8cell_3pn	100	671	0.29
8cell_3pn	100	672	0.25
8cell_3pn	100	673	0.24
8cell_3pn	100	674	0.3
8cell_3pn	100	675	0.31
8cell_3pn	100	676	0.29
8cell_3pn	100	677	0.34
8cell_3pn	100	678	0.35
8cell_3pn	100	679	0.3
8cell_3pn	100	680	0.28
8cell_3pn	100	681	0.27
8cell_3pn	100	682	0.27
8cell_3pn	100	683	0.34
8cell_3pn	100	684	0.32
8cell_3pn	100	685	0.29
8cell_3pn	100	686	0.25
8cell_3pn	100	687	0.35
8cell_3pn	100	688	0.23
8cell_3pn	100	689	0.35
8cell_3pn	100	690	0.31
8cell_3pn	100	691	0.3
8cell_3pn	100	692	0.25
8cell_3pn	100	693	0.32
8cell_3pn	100	694	0.32
8cell_3pn	100	695	0.28
8cell_3pn	100	696	0.36
8cell_3pn	100	697	0.33
8cell_3pn	100	698	0.34
8cell_3pn	100	699	0.28
8cell_3pn	100	700	0.25
8cell_3pn	100	701	0.35
8cell_3pn	100	702	0.3
8cell_3pn	100	703	0.24
8cell_3pn	100	704	0.34
8cell_3pn	100	705	0.25
8cell_3pn	100	706	0.32
8cell_3pn	100	707	0.28
8cell_3pn	100	708	0.29
8cell_3pn	100	709	0.29
8cell_3pn	100	710	0.35
8cell_3pn	100	711	0.26
8cell_3pn	100	712	0.3
8cell_3pn	100	713	0.4
8cell_3pn	100	714	0.25
8cell_3pn	100	715	0.29
8cell_3pn	100	716	0.29
8cell_3pn	100	717	0.34
8cell_3pn	100	718	0.31
8cell_3pn	100	719	0.3
8cell_3pn	100	720	0.27
8cell_3pn	100	721	0.24
8cell_3pn	100	722	0.33
8cell_3pn	100	723	0.31
8cell_3pn	100	724	0.32
8cell_3pn	100	725	0.23
8cell_3pn	100	726	0.27
8cell_3pn	100	727	0.34
8cell_3pn	100	728	0.27
8cell_3pn	100	729	0.37
8cell_3pn	100	730	0.26
8cell_3pn	100	731	0.34
8cell_3pn	100	732	0.28
8cell_3pn	100	733	0.23
8cell_3pn	100	734	0.23
8cell_3pn	100	735	0.19
8cell_3pn	100	736	0.26
8cell_3pn	100	737	0.33
8cell_3pn	100	738	0.26
8cell_3pn	100	739	0.33
8cell_3pn	100	740	0.34
8cell_3pn	100	741	0.24
8cell_3pn	100	742	0.3
8cell_3pn	100	743	0.24
8cell_3pn	100	744	0.26
8cell_3pn	100	745	0.27
8cell_3pn	100	746	0.34
8cell_3pn	100	747	0.39
8cell_3pn	100	748	0.3
8cell_3pn	100	749	0.37
8cell_3pn	100	750	0.3
8cell_3pn	100	751	0.26
8cell_3pn	100	752	0.36
8cell_3pn	100	753	0.36
8cell_3pn	100	754	0.33
8cell_3pn	100	755	0.25
8cell_3pn	100	756	0.37
8cell_3pn	100	757	0.32
8cell_3pn	100	758	0.35
8cell_3pn	100	759	0.27
8cell_3pn	100	760	0.25
8cell_3pn	100	761	0.29
8cell_3pn	100	762	0.33
8cell_3pn	100	763	0.3
8cell_3pn	100	764	0.32
8cell_3pn	100	765	0.34
8cell_3pn	100	766	0.31
8cell_3pn	100	767	0.29
8cell_3pn	100	768	0.25
8cell_3pn	100	769	0.36
8cell_3pn	100	770	0.31
8cell_3pn	100	771	0.26
8cell_3pn	100	772	0.31
8cell_3pn	100	773	0.34
8cell_3pn	100	774	0.34
8cell_3pn	100	775	0.35
8cell_3pn	100	776	0.33
8cell_3pn	100	777	0.24
8cell_3pn	100	778	0.4
8cell_3pn	100	779	0.29
8cell_3pn	100	780	0.26
8cell_3pn	100	781	0.25
