iteration	previous_stage	mean_transport_A	mean_transport_Hm	mean_transport_P	mean_transport_Hr	mean_squared_displacement
568	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
569	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
570	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
571	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
572	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
573	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
574	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
575	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
576	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
577	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
578	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
579	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
580	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
581	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
583	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
584	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
585	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
586	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
588	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
589	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
590	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
591	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
592	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
593	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
595	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
596	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
597	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
598	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
599	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
600	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
602	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
603	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
604	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
605	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
606	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
608	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
609	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
610	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
611	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
612	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
613	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
614	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
615	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
616	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
617	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
618	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
619	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
621	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
622	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
623	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
624	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
626	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
627	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
628	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
629	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
630	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
631	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
632	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
633	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
635	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
636	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
637	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
638	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
639	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
640	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
641	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
642	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
644	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
645	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
646	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
647	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
648	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
649	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
650	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
651	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
653	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
654	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
655	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
656	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
657	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
658	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
659	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
660	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
663	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
664	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
665	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
668	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
669	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
670	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
671	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
673	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
674	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
675	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
676	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
677	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
678	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
679	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
680	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
681	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
683	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
684	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
685	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
686	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
687	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
688	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
689	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
690	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
691	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
692	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
693	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
695	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
696	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
697	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
698	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
699	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
702	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
703	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
704	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
705	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
706	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
707	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
708	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
709	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
710	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
711	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
712	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
713	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
714	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
715	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
716	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
717	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
718	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
720	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
721	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
722	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
723	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
724	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
725	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
726	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
727	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
728	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
729	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
730	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
731	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
732	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
733	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
734	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
735	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
736	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
737	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
738	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
739	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
740	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
741	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
742	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
744	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
746	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
747	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
748	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
749	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
750	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
751	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
752	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
754	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
755	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
756	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
758	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
759	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
760	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
761	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
763	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
764	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
765	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
767	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
768	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
769	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
770	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
771	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
773	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
774	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
775	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
776	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
777	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
778	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
779	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
780	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
781	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
782	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
783	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
784	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
785	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
786	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
787	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
788	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
789	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
791	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
792	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
793	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
794	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
795	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
796	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
797	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
798	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
799	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
800	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
801	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
802	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
803	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
804	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
805	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
806	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
807	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
808	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
809	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
810	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
811	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
813	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
814	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
815	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
816	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
817	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
818	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
819	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
820	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
821	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
822	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
823	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
825	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
826	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
827	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
828	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
829	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
830	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
831	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
832	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
834	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
835	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
836	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
838	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
839	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
840	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
841	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
843	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
844	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
845	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
849	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
851	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
853	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
854	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
856	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
857	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
